,服务分类,服务ID,大分类名称,小分类名称,服务状态,服务名称,支付方式,场所名称,服务对象,快捷链接URL,场所X坐标,场所Y坐标,服务开始起始日期时间,服务开始结束日期时间,接收开始日期时间,接收结束日期时间,区域名称,图片路径,电话号码,服务使用开始时间,服务使用结束时间,取消期限基准信息,取消期限截止日期,结束日期,结束时间
404,本身,S240814120446779425,文化体验,山林休闲,预约截止,[西大门区] 安山治愈森林步道 - 森林疗愈 '加油'森林项目<星期五下午班>,免费,超安山森林治愈中心,成人（职场人、公务员、安全工作职业群体等）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240814120446779425,126.93806,37.57955,2025-04-04 0:00:00,20250425 00:00:00.0,2025-03-22 0:01:00,2025-04-24 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1724651302001T6VQ01M4Y1OPXKZQOJ20SVJDZ,,14:00,16:00,李龙日,2,20250425,0:00:00
405,本身,S240814120720752009,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 森林疗愈 '更多爱'森林项目<星期日早班>,免费,超安山森林治愈中心,家庭（有子女的小学生以上，夫妻）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240814120720752009,126.93806,37.57955,2025-04-06 0:00:00,20250427 00:00:00.0,2025-03-22 0:01:00,2025-04-26 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1725237712945DWMJVYMLGY1A41HO7FDVYE5PG,,10:00,12:00,李龙日,2,20250427,0:00:00
406,本身,S240814121604364017,文化体验,山林休闲,预约截止,[西大门区] 安山治愈森林步道 - 森林疗愈 '更多爱'森林项目<星期日下午班>,免费,超安山森林治愈中心,家庭（小学生以上，夫妻、成人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240814121604364017,126.93806,37.57955,2025-04-06 0:00:00,20250427 00:00:00.0,2025-03-22 0:01:00,2025-04-26 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1725237676304GD7XE97X62M06CX931JLLTOUI,,14:00,16:00,李龙日,2,20250427,0:00:00
407,本身,S250320151829437774,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 园艺疗愈 '香草&拥抱园'项目<星期一下午>,免费,安山公园管理事务所,成人（不孕症夫妇、准父母、亲密朋友）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320151829437774,126.93806,37.57955,2025-04-07 0:00:00,20250428 00:00:00.0,2025-03-22 0:01:00,2025-04-27 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174245163784786LPEVD8WA20TCA3AZWJDN05P,,10:00,16:00,李龙日,2,20250428,0:00:00
408,本身,S250320154119890832,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 园艺疗愈 '在寂静中耳语'项目<星期二下午>,免费,安山公园管理事务所,无限制（成人、青少年、听障人士）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320154119890832,126.93806,37.57955,2025-04-01 0:00:00,20250429 00:00:00.0,2025-03-22 0:01:00,2025-04-28 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17424530396341CW252GN7SUJ7KH5FED1E87GO,,14:00,16:00,李龙日,2,20250429,0:00:00
409,本身,S250320155305751063,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 园艺疗愈 '在土壤中重生'项目<星期四下午>,免费,安山公园管理事务所,成人（职场人、公务员、安全管理职业群体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320155305751063,126.93806,37.57955,2025-04-03 0:00:00,20250424 00:00:00.0,2025-03-22 0:01:00,2025-04-23 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742453956776H30CZPXNWM42344BGQ1ZGMVGW,,14:00,16:00,李龙日,2,20250424,0:00:00
410,本身,S250403173402353887,文化体验,山林休闲,预约截止,（道峰区）叮叮咚咚游乐场周末家庭项目（星期六）,免费,嘟啦嘟啦游乐场,幼儿（5岁以上幼儿含家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403173402353887,127.0485692,37.64279148,2025-04-12 0:00:00,20250412 00:00:00.0,2025-04-03 9:00:00,2025-04-10 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743669351738S58J5I6RMHXHDD1EDFUW7DUM2,02-2091-3786,10:30,12:00,李龙日,3,20250412,0:00:00
411,本身,S250407174002871577,文化体验,展览/参观,正在接收,[夜间开放] 文化夜金（夜金）联合 '百济王城月光露营'招募通知,免费,首尔百济儿童博物馆,家庭（幼儿、儿童陪伴家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407174002871577,127.1243072,37.52386711,2025-04-11 0:00:00,20250620 00:00:00.0,2025-04-07 18:00:00,2025-04-11 8:00:00,松坡区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744015202780X60VGRWN7TZ7OFEVAX3DC3KQM,02-2152-5899/5898/5900,18:00,20:00,受理终止日,1,20250620,0:00:00
412,本身,S250403101252167755,文化体验,山林休闲,预约截止,（道峰区）萤火虫幼儿森林体验场周末家庭项目（星期六）,免费,萤火虫幼儿森林体验馆,幼儿（满3岁以上家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403101252167755,127.0399279,37.64987415,2025-04-12 0:00:00,20250419 00:00:00.0,2025-04-03 9:00:00,2025-04-16 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17436428964816AM7U96UIDFS4FSRVKJ7GEJAM,02-2091-3786,10:30,12:00,李龙日,3,20250419,0:00:00
413,本身,S241213144654685401,文化体验,展览/参观,正在接收,汉阳都城遗址展示馆展示解说运营（2025年）,免费,汉阳都城遗址展览馆,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241213144654685401,126.9818,37.55418,2025-01-01 0:00:00,20251231 00:00:00.0,2025-01-01 0:01:00,2025-12-31 15:00:00,众口,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1734069003562K5C23CK1UGPFA628385GIH5YK,02-779-9870,10:00,16:50,李龙日,0,20251231,0:00:00
414,本身,S250403102440645553,文化体验,山林休闲,预约截止,（道峰区）天空幼儿森林体验场周末家庭项目（星期六）,免费,天空幼儿森林体验馆,幼儿（满3岁以上幼儿含家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403102440645553,127.0270337,37.65336091,2025-04-12 0:00:00,20250426 00:00:00.0,2025-04-03 9:00:00,2025-04-23 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743643547765FN6OAJC6ESWIL7NQA163RYP0J,02-2091-3786,10:30,12:00,李龙日,3,20250426,0:00:00
415,本身,S250326182937430294,文化体验,山林休闲,正在接收,（道峰区）初安山治愈森林步道家庭（不孕夫妻）项目（星期六）,免费,超安山森林治愈中心,成人（夫妻陪同参与）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326182937430294,127.046705,37.64364962,2025-04-12 0:00:00,20250412 00:00:00.0,2025-03-26 9:00:00,2025-04-10 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742981595270TUKS37OVJCR00R2EFDBQYEUJX,02-2091-3786,10:00,12:00,使用期间起始日,3,20250412,0:00:00
416,本身,S250326183610392176,文化体验,山林休闲,正在接收,（道峰区）初安山治愈森林步道家庭项目（星期六）,免费,超安山森林治愈中心,幼儿（6岁以上家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326183610392176,127.046705,37.64364962,2025-04-05 0:00:00,20250419 00:00:00.0,2025-03-26 9:00:00,2025-04-16 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742981798416QFEHWDHD814ARIU7SDHTDOV19,02-2091-3786,14:00,16:00,使用期间起始日,3,20250419,0:00:00
417,本身,S250402101648468432,文化体验,山林休闲,正在接收,（道峰区）初安山治愈森林步道+木工家庭项目（星期六）,免费,超安山森林治愈中心,小学生（含小学生的家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250402101648468432,127.046705,37.64364962,2025-04-26 0:00:00,20250426 00:00:00.0,2025-04-02 9:00:00,2025-04-23 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17435572802622O29FFHF19WT7YC07F1H369C1,02-2091-3786,14:00,15:30,使用期间起始日,3,20250426,0:00:00
418,本身,S250402104959384313,文化体验,山林休闲,正在接收,（道峰区）初安山治愈森林步道成人项目（工作日）,免费,超安山森林治愈中心,成人（仅成人参与）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250402104959384313,127.046705,37.64364962,2025-04-08 0:00:00,20250430 00:00:00.0,2025-04-02 9:00:00,2025-04-28 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17435587452402UZUJBOJDRMWTOK6OYRT0K6TV,02-2091-3786,10:00,16:00,使用期间起始日,3,20250430,0:00:00
419,本身,S250402111012235489,文化体验,山林休闲,正在接收,（道峰区）初安山治愈森林步道老年人项目（工作日）,免费,超安山森林治愈中心,老年人（老年人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250402111012235489,127.046705,37.64364962,2025-04-03 0:00:00,20250424 00:00:00.0,2025-04-02 9:00:00,2025-04-21 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743559886617X71JXJSOE1Y3TSUDYDCVBJETH,02-2091-3786,10:00,16:00,使用期间起始日,3,20250424,0:00:00
420,本身,S241223155457637870,文化体验,公园探访,正在接收,[서울森林] 我也是首尔森林探险家（全年）,免费,首尔森林访客中心,无限制（任何人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241223155457637870,127.0418425,37.54291004,2025-01-01 0:00:00,20251231 00:00:00.0,2025-01-01 10:00:00,2025-12-31 17:00:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1734937346055802R9A8R5QILAJJ0UKY4BQJ7U,02-460-2946,10:00,17:00,李龙日,1,20251231,0:00:00
421,本身,S250318094332872621,文化体验,文化活动,终止接收,（星期六）与爸爸妈妈一起的教科书历史旅行 [第一次],免费,首尔历史编纂院,家庭（有小学生以上子女的家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318094332872621,127.1243743,37.52182652,2025-04-12 0:00:00,20250412 00:00:00.0,2025-03-28 0:00:00,2025-04-03 23:59:00,松坡区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742259229559SVHIGIZX1GCJ5DB79QWICZFYA,02-420-1257,10:00,16:00,受理终止日,0,20250412,0:00:00
422,本身,S241004104244323091,文化体验,山林休闲,预约截止,[幼儿森林] 观岳区三星洞幼儿森林，‘来到森林’（周六，周日）,免费,三星洞幼儿森林体验馆,幼儿,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241004104244323091,126.93348,37.46412,2025-04-13 0:00:00,20250420 00:00:00.0,2025-04-05 0:00:00,2025-04-18 12:00:00,冠岳区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17437476091946JGV2GBE7JCTEEYE06LWNGJ1P,02-871-8043,10:30,14:30,受理终止日,1,20250420,0:00:00
423,本身,S250211094042295819,文化体验,教育体验,正在接收,强普漫画街文化旅游解说项目,免费,强夫漫画街,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250211094042295819,127.13001,37.53564,2025-02-01 0:00:00,20250430 00:00:00.0,2025-02-01 0:00:00,2025-04-30 0:00:00,江东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739235269168ER4LFDZHKP1DEMYZPQ7LUYGT5,02-3425-6175,9:00,18:00,李龙日,3,20250430,0:00:00
424,本身,S250319111015278674,文化体验,山林休闲,正在接收,[钟路区] 山顶宝藏寻宝,免费,三清公园,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319111015278674,126.98409,37.58798,2025-03-19 0:00:00,20250731 00:00:00.0,2025-03-19 17:00:00,2025-04-30 17:01:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17423513323387CPQHN7CKPJAUJZQO83MG8820,,10:30,15:00,李龙日,3,20250731,0:00:00
425,本身,S250319120553948758,文化体验,山林休闲,正在接收,钟路环山路（仁王山、北岳山）,免费,三清公园,家庭、成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319120553948758,126.98409,37.58798,2025-03-19 0:00:00,20251130 00:00:00.0,2025-03-19 0:00:00,2025-04-30 0:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17423536746413YWJ27NMIQUCPM27120XUEKA9,,10:30,12:30,李龙日,3,20251130,0:00:00
426,本身,S250326141909793065,文化体验,山林休闲,预约截止,钟路区公园使用项目（4月周末）_春季森林游玩~,免费,三清公园,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326141909793065,126.98409,37.58798,2025-03-26 0:00:00,20250430 00:00:00.0,2025-03-26 16:00:00,2025-04-30 16:01:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17429663497108ORQB7UN2FMUJFS7ZMMVCJ6S0,,10:00,15:30,李龙日,2,20250430,0:00:00
427,本身,S250403152259869197,文化体验,文化活动,指南中,（星期六）4月首尔历史文化考察报名指南,免费,首尔历史编纂院,高中生、成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403152259869197,127.1243743,37.52182652,2025-04-26 0:00:00,20250426 00:00:00.0,2025-04-09 10:00:00,2025-04-18 23:00:00,松坡区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743661710085LLXKN13UR26LS6WIRLQN62T5Z,02-413-9538,13:00,17:00,受理终止日,0,20250426,0:00:00
428,本身,S250327192140391059,文化体验,山林休闲,正在接收,钟路区公园使用项目（4月）_在春天邂逅花卉和树木,免费,三清公园,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327192140391059,126.98409,37.58798,2025-03-28 0:00:00,20250430 00:00:00.0,2025-03-28 0:01:00,2025-04-30 0:02:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743071111812PNOSAYJ3WZUZS9IHNUCJAALSA,,10:00,16:00,李龙日,2,20250430,0:00:00
429,本身,S250404164225576882,文化体验,教育体验,指南中,新世界中央与青少年咖啡创业教育4月报名招募,免费,城市烘焙,青年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404164225576882,127.00684,37.50643,2025-04-17 0:00:00,20250417 00:00:00.0,2025-04-10 9:00:00,2025-04-17 10:00:00,瑞草区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743752810326ZJX8CRK79ONU4WV52VGAPMG1K,02-2133-4322,0:00,0:00,受理终止日,1,20250417,0:00:00
430,本身,S250320164806834160,文化体验,山林休闲,正在接收,金湖山幼儿森林体验区的快乐森林游玩,免费,金湖山幼儿森林体验馆,儿童,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320164806834160,127.02264,37.54868,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 9:01:00,2025-04-30 9:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742458257550VXR9QKIBAL4L4SGEHG0C0H5ZL,,10:00,16:00,李龙日,1,20250430,0:00:00
432,本身,S250326144753217571,文化体验,山林休闲,预约截止,（观岳区观岳山森林讲解4月）（周六下午，包含小学生家庭）青龙山小学生探险队,免费,青龙山幼儿森林体验馆,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326144753217571,126.94903,37.47426,2025-04-05 0:00:00,20250426 00:00:00.0,2025-03-27 10:00:00,2025-04-25 12:00:00,冠岳区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743647847454C1TO3N7NWKTW0H7X3TM71NDP6,,14:00,16:00,李龙日,3,20250426,0:00:00
433,本身,S250407151029356933,文化体验,教育体验,预约截止,[强洞区 爱丽丝幼儿森林] 4月26日（星期六）上午10点，和家人一起的疗愈森林体验‘春花！再见~’,免费,名日公园爱丽丝幼儿森林体验馆,家庭、幼儿,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407151029356933,127.1652468,37.54932433,2025-04-08 0:00:00,20250426 00:00:00.0,2025-04-08 8:00:00,2025-04-25 12:00:00,江东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744009302470XKI9E5293PX9ZJH1P5V3BH6TG,,0:00,0:00,李龙日,1,20250426,0:00:00
434,本身,S240429112658694635,文化体验,展览/参观,正在接收,[个人·团体参观]首尔百济儿童博物馆（原梦村历史馆）常设展览参观报名指南,免费,首尔百济儿童博物馆,儿童（包括幼儿、儿童陪同家庭及团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240429112658694635,127.1243072,37.52386711,2025-02-21 0:00:00,20250506 00:00:00.0,2025-03-24 13:00:00,2025-04-27 17:00:00,松坡区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1714357618479ZYROHVHSTA6DHP3HX8HEYQT4T,02-2152-5900/5898/5899,9:00,17:30,受理终止日,1,20250506,0:00:00
435,本身,S250212103436744191,文化体验,文化活动,终止接收,[短信提醒服务] 2025首尔百济儿童博物馆展览·教育·活动通知短信服务,免费,首尔百济儿童博物馆,儿童（包括幼儿、儿童陪同家庭、教师等）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250212103436744191,127.1243072,37.52386711,2025-03-04 0:00:00,20260228 00:00:00.0,2025-02-12 14:00:00,2025-03-03 23:00:00,松坡区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739324076554NMUKBAR8LET92KPMNOM7641C3,02-2152-5899/5889/5889,10:00,10:30,受理终止日,1,20260228,0:00:00
436,本身,S250326152930157204,文化体验,文化活动,终止接收,[首尔百济儿童博物馆] 幼儿·儿童陪同家庭对象 <博物馆休息时光3> ‘首尔百济儿童博物馆图书大堂’,免费,首尔百济儿童博物馆,家庭（幼儿、小学生陪同家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326152930157204,127.1243072,37.52386711,2025-04-04 0:00:00,20250411 00:00:00.0,2025-03-26 17:00:00,2025-04-02 17:00:00,松坡区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742971769695MJULBEP5FLHQNIFSDBP9PIOBY,02-2152-5889/5889/5900,16:00,17:30,受理终止日,1,20250411,0:00:00
437,本身,S240213170806400445,文化体验,展览/参观,终止接收,场地租赁_策划展览厅（首尔市山岳文化体验中心）,收费（咨询费用）,首尔市山岳文化体验中心,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240213170806400445,126.87994,37.56938,2024-02-01 0:00:00,20250630 00:00:00.0,2024-02-01 0:00:00,2025-01-31 0:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1707811681144CJ2PO7JOUCOND0ZJG5DKMQLM8,,0:00,0:00,使用期间起始日,1,20250630,0:00:00
